,Unnamed: 0,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass,x_um,y_um
1699,1699,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132,1,0,1,2,0,0,0,2,0,1,2,0,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,6,6,2,0,0,0,0,0,1,1,0,0,0,12,0,0,1,0,1,0,0,2,0,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,492,0,0,8,0,1,0,2,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,27,3,0,0,8,0,0,2,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,3,2,1,1,2,0,38,0,0,1,9,0,4,0,0,1,16,5,0,0,9,0,0,0,0,0,0,1,10,626,0,1,0,0,0,1,0,0,0,0,0,14,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,6,0,0,5,9,0,0,498.960000000001,[2564.66337076 5996.5830543 ],1663,201,2564.66337076,5996.5830543
1700,1700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,121.5,[2563.31337076 5770.6830543 ],187,105,2563.31337076,5770.6830543
1701,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,1,0,2,0,0,0,0,2,0,0,0,78,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,94,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,3,0,0,0,0,0,1,8,0,1,0,1,0,0,0,4,0,0,0,24,20,1,0,0,0,0,2,3,0,3,0,1,0,36,0,0,0,0,0,0,1,0,1,0,30,1,0,3,0,1,1,1,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,6,1,4,0,3,0,0,1,0,0,0,0,0,0,0,1,1,1,36,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,2,1,0,2,4,22,0,78,0,1,1,3,0,1,0,0,0,26,1,1,0,0,0,0,0,0,0,0,4,2,478,0,3,0,1,1,1,0,0,0,0,0,110,0,1,0,0,2,0,20,1,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,8,1,0,2,2,0,0,204.11999999999625,[2563.76337076 5092.0830543 ],1224,107,2563.76337076,5092.0830543
1702,1702,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,1,0,0,2,0,0,0,0,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,1,1,0,3,0,0,0,0,14,0,0,0,1,2,2,0,0,2,3,4,0,0,0,0,0,0,0,1,0,0,0,194,146,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,1,1,1,0,10,0,0,0,0,0,0,1,0,2,1,0,1,1,0,10,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,11,2,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,1,0,24,0,44,0,0,0,6,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,1,2,4,0,0,0,0,0,0,34,2,1,5,0,0,1,18,0,0,0,1,1,0,0,1,0,1,0,0,0,2,1,1,0,1,1,0,1,5,424,0,0,4,0,0,0,247.85999999999282,[2566.01337076 5065.0830543 ],1269,107,2566.01337076,5065.0830543
1703,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,2,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,96,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,250,0,1,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,247.86000000000016,[2566.46337076 5160.9330543 ],522,105,2566.46337076,5160.9330543
1704,1704,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,16,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,18,0,10,0,0,1,0,1,1,0,0,1,14,1,0,0,5,0,0,0,0,0,0,2,3,720,0,0,0,1,0,1,0,0,1,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.40000000000333,[2567.36337076 5394.0330543 ],995,97,2567.36337076,5394.0330543
1705,1705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,7,0,0,0,0,0,7,1,0,0,0,5,0,0,0,4,2,0,0,14,4,0,0,0,0,0,2,0,0,0,0,2,2,4,0,0,0,0,2,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0,10,0,0,2,0,28,0,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,18,1,20,0,0,0,3,0,2,0,0,0,24,0,0,0,1,0,0,1,0,0,0,2,1,416,1,3,0,0,1,1,0,0,0,0,0,6,1,0,1,0,0,0,12,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,2,1,0,0,169.28999999999738,[2567.81337076 4822.5330543 ],924,107,2567.81337076,4822.5330543
1706,1706,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,2,0,0,0,2,0,0,1,1,0,6,1,1,1,0,1,1,0,5,0,0,0,2,0,0,0,4,1,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,1,0,0,0,1,0,3,0,0,0,702,110,0,1,1,1,1,6,0,0,1,0,0,1,6,0,0,2,1,1,0,1,0,0,0,86,2,0,3,0,0,0,1,0,0,3,2,0,0,0,22,0,2,0,0,0,0,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,4,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,1,0,8,0,1,164,0,26,0,0,3,3,2,1,0,0,0,8,7,0,0,1,0,0,1,0,0,0,0,3,212,0,2,0,7,1,0,0,0,0,0,0,6,0,0,6,0,0,0,6,1,0,1,2,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,1,1,4,2,0,4,7,0,0,486.0000000000082,[2570.51337076 5839.9830543 ],1561,99,2570.51337076,5839.9830543
1707,1707,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,22,0,1,2,1,0,0,0,0,0,0,1,0,66,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,86,0,0,0,1,0,0,0,0,0,3,1,5,1,0,0,1,0,0,5,0,1,1,0,0,2,16,1,0,0,5,0,0,0,8,1,0,0,30,14,0,0,1,0,0,3,0,0,1,0,0,1,8,0,0,0,0,1,0,9,0,1,0,208,0,0,1,0,2,0,2,0,0,3,0,0,1,0,24,0,2,0,0,0,0,0,0,0,0,0,17,1,1,1,6,0,0,0,1,0,0,1,8,1,0,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,32,0,42,1,0,0,7,0,2,0,0,0,22,2,0,0,1,0,0,0,0,0,0,0,0,338,1,1,0,0,2,1,0,0,0,0,0,24,2,0,9,0,2,0,12,0,0,0,18,0,0,0,2,0,2,0,0,0,6,0,3,0,0,1,1,0,4,16,0,0,2,0,0,0,259.19999999999345,[2569.16337076 5288.2830543 ],1168,107,2569.16337076,5288.2830543
1708,1708,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,248,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,115.82999999999926,[2566.01337076 5211.3330543 ],376,99,2566.01337076,5211.3330543
1709,1709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,1,0,0,0,0,0,0,0,1,54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,56,0,0,0,0,1,0,0,0,0,0,210,0,0,1,0,1,0,0,0,0,3,0,0,2,0,36,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,38,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,28,0,34,2,0,1,2,0,4,0,0,1,32,2,0,0,8,0,0,0,1,0,0,2,3,296,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,0,28,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,24,0,0,0,11,0,0,220.320000000004,[2568.26337076 6112.2330543 ],1054,105,2568.26337076,6112.2330543
1710,1710,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,102,0,0,0,2,0,2,0,0,1,1,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,2,2,0,0,3,1,1,1,0,7,2,1,0,0,0,5,2,3,0,0,0,1,0,1,1,0,0,0,18,8,0,0,2,1,0,5,0,0,0,0,0,1,78,0,0,0,0,2,0,4,0,1,1,250,1,0,4,0,1,0,2,2,0,4,0,2,2,0,20,1,1,1,0,0,0,0,2,0,1,0,13,2,0,0,1,0,0,0,0,0,0,4,1,1,0,4,0,0,18,0,1,0,0,0,1,3,0,2,1,0,0,0,0,2,0,5,2,3,1,40,0,90,1,0,0,9,4,4,0,0,0,14,1,0,0,11,0,0,0,0,0,0,1,8,548,0,1,0,0,1,0,0,0,0,2,0,30,3,0,0,1,0,0,14,0,0,0,4,0,0,0,0,0,0,4,0,2,1,0,4,0,0,1,1,2,0,26,1,0,3,6,0,0,291.59999999999667,[2570.06337076 6155.8830543 ],1608,235,2570.06337076,6155.8830543
1711,1711,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,272,32,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,2,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,64,1,38,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,116.6399999999892,[2567.36337076 5439.4830543 ],580,107,2567.36337076,5439.4830543
1712,1712,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,6,0,1,0,1,0,2,0,0,0,36,1,0,0,2,0,1,0,0,1,0,0,0,494,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,204.11999999998886,[2570.96337076 4795.0830543 ],698,97,2570.96337076,4795.0830543
1713,1713,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,72,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,18,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,450,62,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,14,3,0,0,0,0,0,1,0,0,0,0,0,0,0,16,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,1,10,0,0,1,1,0,3,1,1,0,0,0,0,1,0,0,0,0,3,0,0,82,0,64,0,1,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,52,0,1,0,2,1,2,1,1,1,0,0,36,0,0,2,1,2,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,8,8,0,0,306.1799999999907,[2572.31337076 5526.7830543 ],1028,107,2572.31337076,5526.7830543
1714,1714,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,1,418,7,0,2,0,0,1,1,0,0,2,0,0,62,0,1,0,6,0,1,0,0,2,0,1,0,0,0,0,22,0,0,0,0,0,0,11,0,0,7,1,4,0,0,1,1,0,0,0,1,0,0,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,390,286,0,0,1,5,2,5,0,0,1,0,0,0,10,0,0,0,2,0,0,0,0,1,0,16,7,0,0,0,0,0,2,0,0,4,0,1,0,0,8,0,0,0,1,3,1,0,0,0,0,0,1,0,2,1,1,0,0,5,0,0,1,1,1,11,0,2,1,2,2,1,0,0,1,0,3,1,0,1,1,0,1,0,0,0,0,0,8,0,2,16,0,174,0,0,1,6,0,3,0,0,0,8,0,0,0,1,0,0,1,0,1,0,4,2,54,1,0,0,2,1,0,2,0,0,0,1,660,1,0,0,0,1,0,20,0,0,3,0,0,0,6,0,0,1,0,1,2,3,1,4,1,3,1,1,1,1,28,0,0,6,4,0,0,261.6299999999862,[2571.41337076 6136.5330543 ],2401,107,2571.41337076,6136.5330543
1715,1715,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,0,1,1,3,0,0,0,0,2,0,4,0,20,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,1,1,0,0,0,0,1,32,0,0,0,1,1,1,0,0,0,0,34,1,0,3,0,1,0,0,1,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,2,6,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,50,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,4,10,34,0,18,1,0,1,5,0,3,0,0,0,26,3,0,0,7,0,0,0,0,0,0,5,1,610,1,0,1,0,0,1,1,0,2,1,0,48,2,0,1,0,3,0,10,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,0,0,2,9,0,1,247.8599999999924,[2572.76337076 5041.2330543 ],1159,105,2572.76337076,5041.2330543
1716,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,10,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,14,0,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,8,0,12,0,0,0,2,0,0,0,0,0,12,6,0,0,1,0,0,0,0,1,0,1,1,130,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,204.11999999998886,[2574.56337076 5689.6830543 ],295,97,2574.56337076,5689.6830543
1717,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,[2566.91337076 5928.1830543 ],0,0,2566.91337076,5928.1830543
1718,1718,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,1,52,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,0,1,0,0,2,1,0,0,16,2,0,1,0,1,0,0,1,0,1,0,0,1,14,0,0,0,0,0,0,0,0,1,0,58,0,1,3,1,0,0,1,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,22,0,28,0,0,0,2,0,1,0,0,3,16,6,0,0,2,0,0,0,0,0,0,2,3,180,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,0,3,1,0,0,234.0899999999847,[2575.01337076 5740.5330543 ],543,105,2575.01337076,5740.5330543
1719,1719,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,12,4,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,8,4,0,0,1,0,0,0,1,0,0,0,1,136,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,145.79999999999632,[2572.76337076 5886.3330543 ],334,107,2572.76337076,5886.3330543
